Hour,RegionA|RealTimeInference,RegionA|BatchInference,RegionA|AITraining,RegionB|RealTimeInference,RegionB|BatchInference,RegionB|AITraining,RegionC|RealTimeInference,RegionC|BatchInference,RegionC|AITraining,RegionD|RealTimeInference,RegionD|BatchInference,RegionD|AITraining,RegionE|RealTimeInference,RegionE|BatchInference,RegionE|AITraining,RegionF|RealTimeInference,RegionF|BatchInference,RegionF|AITraining
2138,24,18,3,22,18,0,0,20,2,434,9,0,291,20,7,0,0,0
2139,0,38,6,0,32,7,0,9,0,297,4,6,250,26,0,319,0,0
2140,0,34,11,72,0,11,0,0,0,198,0,0,91,0,0,425,32,0
2141,0,0,6,0,23,10,0,0,11,160,64,0,101,10,0,157,10,0
2142,0,14,15,0,32,7,0,0,4,263,21,0,0,5,0,62,0,0
2143,0,19,4,182,37,14,0,0,5,239,29,0,159,0,0,301,0,0
2144,51,20,12,0,0,9,105,17,0,0,21,0,97,0,0,38,21,0
2145,101,17,17,0,19,13,0,0,12,85,0,0,84,28,5,234,0,3
2146,0,34,4,0,19,5,19,6,0,48,26,0,169,0,0,421,7,0
2147,0,18,14,0,0,5,39,0,7,0,22,0,0,0,11,121,15,0
2148,0,8,11,0,0,9,0,8,16,439,0,0,198,80,0,208,0,2
2149,0,20,2,207,0,15,93,0,15,216,11,7,153,18,0,182,0,3
2150,92,37,6,0,39,9,0,0,8,203,0,0,144,0,0,114,18,0
2151,0,66,18,0,23,3,0,22,11,24,0,0,289,0,0,236,0,1
2152,0,6,9,74,0,0,0,34,9,295,11,0,51,0,5,0,16,0
2153,117,11,15,0,17,10,96,0,11,0,0,0,81,0,0,16,11,0
2154,56,49,5,0,0,16,0,15,4,0,17,0,99,0,0,117,0,0
2155,0,40,6,0,0,15,0,23,3,107,31,0,288,11,4,256,0,0
2156,55,17,14,37,52,4,0,0,19,90,8,6,205,12,0,25,8,0
2157,0,0,8,0,0,18,0,0,0,211,28,7,0,0,0,287,0,1
2158,0,16,0,167,23,10,0,15,0,40,28,5,0,15,0,211,10,0
2159,0,30,10,31,23,0,0,0,12,193,33,0,43,0,0,0,0,7
2160,0,0,12,0,22,6,0,11,6,168,0,0,136,0,0,101,22,4
2161,125,0,7,61,27,2,88,16,17,115,0,0,0,13,0,24,43,0
2162,0,23,14,0,15,9,0,5,6,75,32,1,46,36,0,0,0,0
2163,0,0,13,0,17,9,0,0,8,151,34,0,117,9,0,337,19,11
2164,0,29,12,0,58,4,73,15,4,16,0,0,224,0,0,83,0,0
2165,23,22,7,0,7,7,0,24,0,208,11,0,73,39,0,28,17,0
2166,17,0,11,0,0,7,54,0,8,347,15,0,99,15,4,169,0,0
2167,0,0,0,0,0,14,0,7,31,266,9,0,116,15,0,189,0,0
2168,0,10,8,67,0,7,90,4,0,208,16,0,427,28,0,228,0,0
2169,0,54,7,0,64,0,0,41,5,216,17,0,0,15,0,177,0,0
2170,0,9,24,0,29,7,0,11,2,118,0,0,0,0,0,158,7,0
2171,0,0,7,0,0,12,0,35,18,44,36,0,0,12,0,0,0,0
2172,131,17,9,0,4,4,0,0,13,70,42,0,102,16,0,84,60,0
2173,58,26,16,0,28,5,0,15,0,0,5,2,287,12,0,177,35,4
2174,0,30,18,0,11,5,141,16,1,233,26,0,185,0,0,303,23,0
2175,44,23,3,42,29,4,0,0,2,223,12,0,57,0,0,335,0,0
2176,0,0,6,0,21,16,0,0,22,163,45,0,0,0,0,0,0,6
2177,0,0,0,0,0,6,185,50,9,50,0,0,45,0,3,36,41,5
2178,0,41,1,56,0,4,0,32,0,63,26,0,264,0,0,201,0,10
2179,45,0,16,0,5,0,0,31,14,0,14,0,89,0,0,44,23,0
2180,0,13,7,0,48,6,0,0,0,96,48,0,0,0,0,382,0,0
2181,0,0,14,0,21,11,30,47,4,96,15,0,210,10,0,0,0,0
2182,48,9,14,0,30,3,0,40,8,177,22,0,204,0,0,98,30,0
2183,34,18,14,0,0,22,0,10,9,23,31,0,364,0,0,123,0,0
2184,136,4,10,0,33,7,32,18,14,355,0,0,108,8,0,102,38,0
2185,0,6,13,0,19,4,82,37,5,135,69,0,178,8,0,248,0,7
2186,0,0,18,160,35,0,0,27,3,432,4,0,69,0,0,0,0,0
2187,0,41,3,0,39,11,0,83,16,149,16,0,98,21,7,127,23,0
2188,0,31,14,0,20,4,127,0,15,93,24,0,44,10,0,349,15,0
2189,0,24,17,0,40,14,0,6,9,124,52,0,107,32,0,0,0,0
2190,64,4,0,0,0,6,26,42,5,238,54,0,271,23,0,52,0,0
2191,0,42,10,0,37,18,0,0,6,334,8,0,172,42,0,0,21,0
2192,0,38,17,76,22,5,97,0,0,390,0,0,311,11,4,108,8,1
2193,154,22,5,45,5,0,0,52,8,137,18,1,172,8,0,174,10,0
2194,0,5,11,0,41,9,0,0,7,161,8,0,0,40,0,272,10,0
2195,22,0,8,0,5,0,119,0,4,34,40,0,0,49,6,58,0,0
2196,100,39,3,44,0,6,16,7,6,423,53,0,49,18,0,261,13,0
2197,90,17,2,61,0,11,0,25,18,237,0,5,113,0,1,84,0,3
2198,0,17,10,0,24,1,0,6,3,163,19,0,28,22,0,121,7,0
2199,0,38,5,0,50,1,0,9,5,181,0,0,84,0,0,167,15,2
2200,0,44,0,60,37,1,24,31,11,0,57,0,111,19,6,39,0,0
2201,226,21,10,0,13,0,0,0,15,99,25,3,84,32,1,341,20,0
2202,0,13,0,0,19,17,0,12,5,179,59,0,161,0,0,17,24,5
2203,113,49,8,92,21,5,91,5,7,0,29,0,212,9,1,256,21,0
2204,0,22,5,0,0,6,0,12,4,132,23,0,154,0,0,218,14,0
2205,0,9,3,0,0,5,74,0,1,260,13,4,309,0,0,202,0,0
2206,51,75,2,104,13,10,0,56,0,215,9,0,0,0,0,70,0,0
2207,56,29,7,0,31,9,107,55,12,0,25,0,109,14,0,167,46,0
2208,0,0,19,0,41,9,0,0,12,427,0,0,121,0,0,99,0,0
2209,0,0,0,0,18,12,0,5,12,46,0,5,199,0,0,103,17,0
2210,0,13,10,0,13,8,0,0,9,159,48,0,470,0,0,0,25,0
2211,0,0,18,120,29,4,0,16,6,71,0,0,242,24,0,258,0,0
2212,86,0,12,106,8,3,93,0,7,317,43,0,286,0,0,310,0,0
2213,141,0,7,0,5,9,0,0,5,0,46,0,246,28,9,0,6,0
2214,0,29,18,0,26,3,0,0,10,0,30,2,29,0,0,37,43,0
2215,0,0,6,0,57,4,0,28,0,325,4,0,170,0,5,47,65,0
2216,0,0,12,66,0,5,99,9,21,86,0,0,0,0,0,83,0,0
2217,0,6,17,168,49,7,115,0,7,125,34,0,245,24,6,280,19,0
2218,0,14,21,0,15,11,0,23,7,210,0,0,59,0,0,23,0,0
2219,77,0,13,0,13,6,0,0,1,673,10,2,112,37,0,232,4,0
2220,0,19,21,0,20,0,122,23,6,132,22,0,146,11,3,158,19,0
2221,0,4,9,0,13,0,0,9,6,174,34,0,94,16,0,66,0,7
2222,0,0,8,0,0,12,0,22,9,126,17,0,147,0,0,0,9,0
2223,0,57,9,0,16,0,116,5,4,237,13,0,100,7,0,127,23,0
2224,0,0,8,0,0,9,0,25,7,358,5,1,96,0,5,78,0,4
2225,0,47,4,0,15,8,0,42,11,286,26,1,0,11,4,249,20,0
2226,0,22,21,63,8,4,0,0,13,241,0,0,77,0,0,190,16,0
2227,0,19,4,20,0,0,103,15,7,0,8,0,182,0,0,24,0,5
2228,0,0,23,17,5,16,51,32,6,0,0,0,0,0,0,183,0,0
2229,0,39,0,109,0,2,123,18,9,0,21,0,102,4,0,312,0,0
2230,54,12,12,124,10,0,0,9,22,156,42,0,79,30,0,19,0,6
2231,0,44,7,0,20,2,0,0,7,162,51,0,0,0,0,331,29,6
2232,0,0,30,0,0,1,0,0,11,21,0,0,160,14,6,57,23,0
2233,72,0,5,0,28,4,0,0,0,74,0,0,0,0,0,297,43,0
2234,16,0,20,0,15,18,107,6,12,302,19,0,277,19,0,60,0,0
2235,0,20,7,25,12,10,0,11,6,0,63,0,113,41,0,133,0,7
2236,0,62,14,118,30,9,0,40,0,141,44,5,112,11,0,320,0,0
2237,92,12,25,0,37,6,68,17,9,198,0,0,243,11,3,179,0,0
2238,0,16,7,0,33,2,117,0,0,369,30,0,42,21,0,92,0,4
2239,53,0,4,0,34,7,0,17,0,309,0,0,347,5,16,0,12,1
2240,0,0,9,0,20,7,0,0,8,145,0,0,245,22,0,29,15,4
2241,94,32,23,31,0,8,0,12,3,22,12,0,60,15,0,220,13,0
2242,0,6,9,0,31,14,0,21,6,159,66,0,17,0,0,119,6,0
2243,0,0,0,0,20,10,0,19,15,63,16,0,198,19,0,64,10,0
2244,54,11,4,25,0,11,0,0,14,201,20,3,116,41,0,375,70,0
2245,140,19,13,0,18,5,36,27,7,46,37,2,95,8,0,202,0,0
2246,0,33,6,160,0,7,0,0,14,321,8,0,33,20,0,16,10,0
2247,0,0,5,135,33,6,60,27,9,219,0,0,74,16,0,0,0,0
2248,0,23,16,53,0,1,0,36,12,95,55,0,61,0,0,113,0,0
2249,124,0,5,0,0,0,0,15,0,0,31,0,252,19,0,210,21,0
2250,0,85,7,0,0,0,0,0,7,132,28,6,60,0,0,120,0,0
2251,80,22,14,69,0,0,39,25,6,185,16,0,0,12,0,0,0,1
2252,53,7,19,0,12,0,0,20,7,82,4,0,0,9,0,77,42,0
2253,137,0,14,0,7,2,34,12,23,143,19,0,92,0,6,0,15,0
2254,0,43,22,43,22,2,0,0,7,126,0,0,55,16,0,34,13,0
2255,196,68,21,0,20,10,0,0,4,286,0,4,84,16,0,160,29,5
2256,219,18,19,0,0,12,25,11,2,133,0,0,94,12,0,41,35,0
2257,0,49,7,0,19,7,94,0,6,165,14,8,150,0,0,0,29,0
2258,0,42,0,0,0,0,91,13,21,251,15,0,103,9,0,152,0,0
2259,0,15,18,85,9,6,0,0,9,346,0,0,77,22,5,0,18,9
2260,0,0,8,0,42,19,0,12,0,198,23,0,124,7,1,52,0,0
2261,0,20,13,0,13,12,50,16,6,437,0,3,32,20,0,191,0,0
2262,0,0,2,0,40,5,68,0,7,47,43,0,135,19,2,66,25,0
2263,77,39,0,0,22,1,0,59,17,82,14,7,65,39,0,52,4,0
2264,0,35,6,42,10,13,0,0,13,166,22,0,0,22,3,113,0,7
2265,0,0,8,0,31,13,0,18,0,154,22,0,0,27,0,62,0,0
2266,85,43,4,0,26,1,64,20,7,83,33,3,331,8,0,80,10,0
2267,0,0,3,0,29,20,0,60,14,94,38,0,359,19,0,0,23,0
2268,0,20,10,0,43,0,0,15,5,247,7,0,88,46,0,161,0,0
2269,96,16,18,79,58,5,0,16,6,47,0,0,89,0,0,23,0,0
2270,39,13,10,117,0,6,97,18,0,112,19,0,58,7,0,208,0,0
2271,0,4,18,0,21,13,0,0,0,100,55,0,173,0,0,0,33,0
2272,0,55,9,0,19,23,92,30,2,48,37,0,285,0,0,113,12,0
2273,0,21,0,148,0,10,0,0,6,0,13,0,96,23,0,33,0,6
2274,116,0,28,0,41,10,0,11,4,37,4,0,143,9,4,0,0,0
2275,121,38,8,0,43,19,0,42,8,80,11,0,33,0,0,102,20,0
2276,0,11,9,0,37,5,0,0,11,287,38,0,427,12,0,0,14,0
2277,0,90,9,97,13,0,0,19,10,146,0,0,0,7,0,386,16,0
2278,0,34,19,0,22,7,45,24,0,230,22,0,33,4,0,124,0,0
2279,0,39,7,0,0,12,56,61,7,277,5,0,67,0,0,229,0,0
2280,0,27,2,0,11,23,113,17,0,133,16,0,388,11,0,263,0,0
2281,0,41,7,97,13,3,27,0,13,112,17,0,275,5,0,40,15,0
2282,0,16,3,0,35,12,0,15,21,30,22,2,227,8,0,158,18,0
2283,0,24,9,86,43,18,0,19,5,48,23,0,94,19,0,179,0,0
2284,0,43,7,0,19,6,0,0,17,281,0,0,65,0,0,68,12,0
2285,0,29,17,0,10,11,0,30,12,179,0,0,122,31,0,213,24,0
2286,0,0,13,0,30,5,0,30,7,201,14,0,142,15,0,0,0,8
2287,0,0,0,0,12,12,0,19,5,242,21,0,402,12,0,155,40,0
2288,0,15,16,0,12,5,0,0,10,100,0,0,23,17,7,352,16,4
2289,0,0,9,44,69,4,0,25,13,124,0,2,52,65,6,18,7,0
2290,0,54,1,0,18,10,0,13,1,167,6,7,0,8,7,61,0,0
2291,32,45,6,0,21,17,0,0,11,101,18,0,203,0,2,172,0,0
2292,0,7,10,86,0,14,0,20,0,128,0,0,45,13,0,25,0,0
2293,0,0,14,0,22,11,0,0,0,206,55,0,0,0,0,62,19,0
2294,115,22,6,0,33,27,0,32,0,116,26,3,457,48,7,46,17,0
2295,71,30,1,0,24,24,0,7,0,368,30,0,181,60,0,0,0,0
2296,0,0,0,0,31,3,0,0,2,256,25,0,0,22,0,173,7,0
2297,0,20,24,0,14,7,100,0,8,388,56,0,224,0,2,334,17,0
2298,0,0,2,0,6,17,0,36,5,127,9,0,40,0,0,0,13,0
2299,145,42,14,0,0,6,0,9,0,185,19,0,195,26,0,0,10,0
2300,0,44,5,0,20,0,73,43,7,0,18,0,0,0,0,452,34,1
2301,0,44,24,48,16,9,0,0,7,269,5,0,36,0,0,181,7,3
2302,0,0,30,0,5,6,123,9,4,0,39,0,36,0,0,42,19,4
2303,0,0,4,40,11,0,0,0,15,221,0,0,107,0,2,0,36,0
2304,0,0,13,0,4,18,61,18,6,192,20,0,0,0,0,0,0,0
2305,0,14,9,156,21,24,0,0,10,265,19,0,182,0,0,0,18,0
2306,68,12,12,0,21,11,0,7,0,203,55,0,332,11,2,0,56,0
2307,111,14,3,0,18,10,0,21,9,129,63,0,39,0,0,159,0,0
2308,0,0,0,0,11,14,0,23,13,599,29,0,219,47,0,159,0,0
2309,0,26,7,0,38,3,0,0,6,36,26,0,0,29,4,360,38,0
2310,48,0,11,0,0,10,47,9,0,0,0,0,28,24,0,140,19,0
2311,0,14,0,0,14,3,0,0,4,27,17,0,193,0,0,76,0,8
2312,26,11,20,113,20,10,0,34,12,152,20,0,0,0,0,212,0,0
2313,0,0,19,0,0,5,0,15,3,102,0,3,0,26,0,176,0,0
2314,0,0,5,17,29,5,0,0,3,569,0,0,44,17,0,393,13,0
2315,0,0,12,0,26,10,0,6,0,296,63,0,105,8,0,188,32,0
2316,0,14,3,0,9,11,0,44,6,97,0,5,132,33,0,24,22,4
2317,0,0,13,259,4,3,0,11,17,263,15,0,0,0,0,211,11,0
2318,42,0,7,75,0,10,0,16,4,0,30,0,133,21,7,202,44,0
2319,25,10,13,0,0,11,0,18,4,294,0,0,86,33,0,299,4,0
2320,63,18,6,0,0,13,0,19,0,223,0,0,277,0,0,17,0,0
2321,0,36,14,54,0,7,0,0,6,247,0,0,89,0,0,160,9,0
2322,0,0,6,54,41,11,0,9,3,130,0,3,159,0,0,0,23,12
2323,0,0,3,0,27,10,0,40,5,0,33,2,85,26,0,166,0,0
2324,0,29,20,0,41,0,0,0,2,112,0,1,0,0,0,233,0,0
2325,0,37,10,0,12,10,0,15,20,61,36,0,92,10,0,0,26,2
2326,0,35,11,0,37,6,0,17,2,356,28,0,114,9,0,171,0,0
2327,0,106,8,0,0,3,42,0,1,328,42,0,160,0,0,73,19,0
2328,0,0,18,114,18,4,0,0,10,415,26,0,37,7,0,187,0,0
2329,0,8,19,0,20,3,0,22,2,165,21,0,51,20,0,0,35,0
2330,0,15,7,79,14,12,223,14,0,110,7,0,127,18,0,45,0,0
2331,0,15,18,0,17,7,0,19,8,75,23,0,116,0,4,70,0,0
2332,0,44,15,106,46,0,76,0,2,34,40,7,123,25,0,98,0,0
2333,0,0,9,0,10,0,0,16,3,0,0,0,86,20,0,176,0,0
2334,0,12,4,0,0,13,0,0,3,112,14,0,110,24,0,59,20,0
2335,105,44,9,140,30,5,24,0,2,50,0,0,0,37,0,0,28,0
2336,163,5,9,0,42,10,0,25,9,168,27,0,124,24,0,32,22,0
2337,123,17,9,0,0,11,0,43,18,0,4,5,158,7,0,173,0,0
2338,44,23,23,0,18,16,50,14,17,142,0,0,63,0,0,117,33,0
2339,212,47,4,40,16,4,0,28,11,289,56,0,18,18,0,0,0,0
2340,114,18,8,23,50,12,29,8,0,275,32,5,277,0,0,230,0,0
2341,0,32,12,0,31,4,69,15,26,313,22,0,0,0,0,191,26,0
2342,0,43,10,77,15,2,69,0,21,39,0,1,0,0,3,234,23,0
2343,0,30,6,0,11,4,41,21,8,349,23,0,0,20,0,0,28,0
2344,102,21,11,127,26,0,0,0,14,106,9,0,243,0,0,125,34,0
2345,0,22,26,0,0,19,0,29,16,265,40,0,68,16,0,173,42,0
2346,0,18,4,210,28,1,0,16,2,83,18,0,41,48,5,80,8,0
2347,0,5,7,0,0,7,0,11,3,0,53,0,270,0,0,26,29,0
2348,0,0,9,68,25,10,0,20,7,26,31,0,156,21,0,270,11,0
2349,0,37,19,0,11,7,93,14,6,156,11,0,137,0,1,35,4,0
2350,103,28,7,0,5,13,66,16,3,460,12,0,356,27,0,212,0,0
2351,0,0,10,0,24,9,0,32,16,149,22,6,295,17,0,119,21,0
2352,0,9,14,0,26,0,0,4,12,168,39,0,120,0,0,127,0,0
2353,0,22,2,0,0,3,44,19,4,188,72,0,43,0,0,88,50,0
2354,0,4,8,0,33,7,0,26,4,194,16,0,96,0,0,31,0,0
2355,0,62,2,0,21,20,0,22,14,139,35,0,0,0,0,220,0,0
2356,95,17,13,0,21,9,0,0,27,53,15,0,58,4,0,425,20,0
2357,0,0,9,0,53,14,48,0,20,75,15,0,107,18,6,25,20,0
2358,0,21,3,47,0,3,0,7,14,291,5,12,237,36,0,37,14,0
2359,0,0,5,0,52,9,0,34,3,179,23,0,193,0,0,330,0,0
2360,0,12,8,0,11,4,26,19,6,195,0,0,298,39,1,236,9,0
2361,0,17,6,221,9,9,0,38,3,165,0,0,349,8,0,126,15,7
2362,0,5,3,0,32,13,0,0,8,0,19,2,207,14,2,101,20,6
2363,0,19,0,82,15,2,0,0,5,30,19,0,23,0,0,118,0,0
2364,49,39,7,0,0,13,109,15,14,33,10,0,0,44,0,118,7,0
2365,0,0,14,58,9,18,0,15,14,86,57,0,0,0,0,125,0,1
2366,0,14,13,0,0,9,45,16,13,160,22,0,0,19,0,198,0,0
2367,0,9,20,49,0,5,0,20,0,231,5,0,110,11,7,192,4,0
2368,0,0,11,113,0,11,0,10,9,256,38,0,167,15,0,0,13,0
2369,16,19,8,95,0,5,0,0,3,111,0,0,274,22,0,334,0,0
2370,74,10,10,0,5,0,0,0,4,93,36,0,24,0,3,122,0,0
2371,0,32,17,0,8,6,186,0,6,221,23,0,69,0,0,135,23,0
2372,0,0,0,0,75,29,0,17,0,178,23,0,0,0,0,151,17,8
2373,0,18,2,0,0,25,0,0,9,205,15,0,41,17,2,163,9,0
2374,143,8,0,24,10,14,0,5,0,125,19,0,252,12,0,91,14,0
2375,84,44,5,175,0,6,0,8,4,41,0,0,46,16,0,0,7,1
2376,0,11,3,0,26,11,0,0,7,119,10,0,111,34,0,124,17,0
2377,0,35,20,0,4,6,110,0,4,209,0,0,321,55,5,321,0,2
2378,0,0,8,0,18,5,17,21,0,147,23,0,335,42,2,296,9,0
2379,0,38,5,0,15,1,0,28,0,374,14,6,70,0,0,102,9,0
2380,122,0,0,142,19,9,0,22,12,83,22,0,73,20,0,329,16,0
2381,0,43,7,71,4,7,68,37,12,178,0,0,161,7,0,191,0,0
2382,0,19,1,0,8,7,67,19,13,91,19,7,0,23,6,180,0,1
2383,0,25,17,0,33,9,0,0,2,112,17,0,286,14,0,159,0,0
2384,0,0,12,78,0,7,0,17,6,68,6,0,153,6,4,179,0,0
2385,0,0,5,0,33,12,0,35,5,64,34,0,144,0,0,393,0,7
2386,0,15,6,113,51,18,0,14,5,116,60,4,101,17,0,114,12,0
2387,0,16,11,0,33,15,91,0,25,126,15,0,368,68,0,226,0,0
2388,103,85,15,0,10,1,0,18,0,59,33,0,0,0,0,345,0,0
2389,0,21,14,59,13,0,0,6,7,276,0,0,128,22,0,41,7,0
2390,0,16,0,0,30,8,0,0,7,299,54,0,517,16,0,87,15,0
2391,101,34,8,54,29,8,0,0,8,142,0,2,297,14,5,58,21,0
2392,0,53,6,0,8,3,18,14,2,221,29,0,104,9,5,250,0,1
2393,0,15,19,0,0,13,0,18,4,22,21,0,0,0,0,223,23,0
2394,0,16,4,0,61,17,0,0,0,214,41,0,261,17,0,339,17,0
2395,0,19,12,110,0,4,0,8,5,112,42,3,269,0,0,149,0,0
2396,95,6,16,51,17,14,0,25,7,176,59,0,105,16,0,121,14,0
2397,158,46,0,0,19,7,0,16,0,37,27,0,109,39,0,76,39,0
2398,0,0,15,44,21,7,16,0,12,381,11,8,161,30,0,122,36,3
2399,0,0,4,0,75,1,37,11,13,0,0,0,115,13,4,271,0,1
2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
